SourceLocation,TargetLocation,Count,rootSize,targetSize,sourceNode,targetNode,CallLocation,
acorn.js~216170-216173:54-1,acorn.js~215884-215888:7-3,16998,40,64,base.AssignmentPattern,c,benchmarks/acorn.js~216171:10581495-10581521,
acorn.js~65125-65140:27-1,acorn.js~65143-65146:27-1,1305,104,47,pp$9.regexp_disjunction,pp$9.regexp_alternative,benchmarks/acorn.js~65130:2049828-2049859,
acorn.js~62721-62774:25-1,acorn.js~62727-62739:23-3,384,484,134,pp$1.parseClassMember,tryContextual,benchmarks/acorn.js~62751:1975339-1975358,
acorn.js~215884-215888:7-3,acorn.js~216128-216135:22-1,78,70,62,c,base.ObjectPattern,benchmarks/acorn.js~215886:10572325-10572347,
acorn.js~179536-179541:51-5,<builtin>~1-1:1-1,373,48,16,cloneDeep,Array.isArray,benchmarks/acorn.js~179538:6935162-6935177,
acorn.js~62586-62597:17-1,acorn.js~63353-63365:24-1,1057,223,160,pp$1.parseFor,pp$3.parseExpression,benchmarks/acorn.js~62591:1969860-1969881,
<function>~1-7:2-1,acorn.js~200352-200368:3-3,1,133,22,anonymous,fn,<function>~5:436-468,
<builtin>~1-1:1-1,acorn.js~64445-64448:36-1,1224,12,27,Function.prototype.call,updateContext,<builtin>~1:0,
acorn.js~64005-64029:29-1,acorn.js~64343-64345:19-1,822,212,42,pp$3.parseArrowExpression,pp$6.finishNode,benchmarks/acorn.js~64028:2021949-2021996,
acorn.js~62458-62465:28-1,<builtin>~1-1:1-1,197,127,22,pp$1.parseThrowStatement,RegExp.prototype.test,benchmarks/acorn.js~62460:1965572-1965632,
acorn.js~61756-61760:22-1,acorn.js~61756-61760:22-1,1188513,8,56,SourceLocation,SourceLocation,benchmarks/acorn.js~61756-61760:1940159-1940301,
<builtin>~1-1:1-1,lodash.templateSources[52]~1-15:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
acorn.js~180825-180828:7-7,lodash.templateSources[27]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~62562-62580:19-1,acorn.js~62041-62048:10-1,77810,165,37,pp$1.parseBlock,pp.eat,benchmarks/acorn.js~62572:1969265-1969286,
acorn.js~62602-62618:19-1,acorn.js~64271-64276:25-1,564,241,75,pp$1.parseForIn,pp$5.exitLexicalScope,benchmarks/acorn.js~62614:1970739-1970761,
acorn.js~62622-62643:17-1,acorn.js~64323-64325:18-1,15265,273,32,pp$1.parseVar,pp$6.startNode,benchmarks/acorn.js~62628:1971053-1971070,
acorn.js~62416-62456:29-1,acorn.js~64343-64345:19-1,29,429,42,pp$1.parseSwitchStatement,pp$6.finishNode,benchmarks/acorn.js~62452:1965362-1965395,
acorn.js~66295-66367:25-1,acorn.js~66182-66190:20-1,82695,716,85,pp$8.getTokenFromCode,pp$8.finishToken,benchmarks/acorn.js~66305:2083764-2083791,
acorn.js~62223-62286:23-1,acorn.js~62288-62312:36-1,285,672,235,pp$1.parseStatement,pp$1.parseBreakContinueStatement,benchmarks/acorn.js~62236:1956966-1957022,
acorn.js~63777-63798:29-1,acorn.js~66028-66037:13-1,1302,185,92,pp$3.parseTemplateElement,pp$8.next,benchmarks/acorn.js~63795:2013329-2013339,
acorn.js~65811-65826:27-1,acorn.js~65830-65856:28-1,216,118,139,pp$9.regexp_classRanges,pp$9.regexp_eatClassAtom,benchmarks/acorn.js~65816:2069167-2069199,
acorn.js~63973-64001:20-1,acorn.js~64343-64345:19-1,558,292,42,pp$3.parseMethod,pp$6.finishNode,benchmarks/acorn.js~64000:2021118-2021160,
acorn.js~62402-62414:29-1,acorn.js~64343-64345:19-1,9002,151,42,pp$1.parseReturnStatement,pp$6.finishNode,benchmarks/acorn.js~62413:1964135-1964174,
acorn.js~63800-63818:22-1,acorn.js~64323-64325:18-1,690,152,32,pp$3.parseTemplate,pp$6.startNode,benchmarks/acorn.js~63805:2013623-2013638,
acorn.js~63567-63659:22-1,acorn.js~64155-64178:19-1,123009,973,215,pp$3.parseExprAtom,pp$3.parseIdent,benchmarks/acorn.js~63592:2006155-2006195,
<builtin>~1-1:1-1,/\#/g~1-1:1-5,329,97,9,RegExp.prototype.exec,regex literal:indexOfString(#): /\#/g,<builtin>~1:0,
acorn.js~61913-61994:14-1,acorn.js~61909-61911:1-1,94,759,63,Parser,keywordRegexp,benchmarks/acorn.js~61916:1946379-1946435,
acorn.js~63800-63818:22-1,acorn.js~63777-63798:29-1,612,248,203,pp$3.parseTemplate,pp$3.parseTemplateElement,benchmarks/acorn.js~63814:2013951-2013999,
acorn.js~62493-62498:26-1,acorn.js~64343-64345:19-1,8988,70,42,pp$1.parseVarStatement,pp$6.finishNode,benchmarks/acorn.js~62497:1966774-1966817,
acorn.js~180485-180557:5-5,acorn.js~180243-180263:5-5,2,240,249,reset,emit,benchmarks/acorn.js~180551:6966919-6966952,
acorn.js~65172-65207:28-1,acorn.js~65033-65039:39-1,870,222,48,pp$9.regexp_eatAssertion,eat,benchmarks/acorn.js~65190:2051492-2051514,
<builtin>~1-1:1-1,lodash.templateSources[22]~1-13:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
acorn.js~216075-216078:16-1,acorn.js~215884-215888:7-3,564,41,67,base.ForInit,c,benchmarks/acorn.js~216077:10578573-10578597,
acorn.js~62602-62618:19-1,<builtin>~1-1:1-1,564,241,19,pp$1.parseForIn,Array.prototype.pop,benchmarks/acorn.js~62616:1970808-1970824,
acorn.js~180825-180828:7-7,lodash.templateSources[33]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~66295-66367:25-1,acorn.js~66237-66242:27-1,21102,716,110,pp$8.getTokenFromCode,pp$8.readToken_pipe_amp,benchmarks/acorn.js~66348:2085501-2085529,
acorn.js~215884-215888:7-3,acorn.js~216090-216093:27-1,15378,59,39,c,base.VariableDeclarator,benchmarks/acorn.js~215886:10572325-10572347,
<builtin>~1-1:1-1,<function>~1-7:2-1,1,12,95,Function.prototype.call,anonymous,<builtin>~1:0,
<builtin>~1-1:1-1,acorn.js~64333-64341:1-1,500163,12,79,Function.prototype.call,finishNodeAt,<builtin>~1:0,
acorn.js~215884-215888:7-3,acorn.js~216166-216169:50-1,25530,64,34,c,base.LogicalExpression,benchmarks/acorn.js~215886:10572325-10572347,
acorn.js~64271-64276:25-1,<builtin>~1-1:1-1,16100,75,47,pp$5.exitLexicalScope,Object.assign,benchmarks/acorn.js~64275:2030654-2030718,
acorn.js~66544-66590:22-1,acorn.js~66182-66190:20-1,2604,431,85,pp$8.readTmplToken,pp$8.finishToken,benchmarks/acorn.js~66562:2092559-2092597,
acorn.js~63438-63452:20-1,acorn.js~63464-63502:24-1,25416,195,451,pp$3.parseExprOp,pp$3.parseMaybeUnary,benchmarks/acorn.js~63446:1999870-1999902,
acorn.js~66619-66657:24-1,acorn.js~66489-66494:1-1,36,474,55,pp$8.readEscapedChar,codePointToString,benchmarks/acorn.js~66626:2094224-2094262,
acorn.js~180825-180828:7-7,lodash.templateSources[42]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
<builtin>~1-1:1-1,lodash.templateSources[87]~1-21:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
acorn.js~180825-180828:7-7,lodash.templateSources[98]~4-20:8-1,1,93,231,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~183899-183908:5-5,acorn.js~183899-183908:5-5,20,8,62,ListCache,ListCache,benchmarks/acorn.js~183899-183908:7072862-7073111,
acorn.js~66295-66367:25-1,acorn.js~66182-66190:20-1,21093,716,85,pp$8.getTokenFromCode,pp$8.finishToken,benchmarks/acorn.js~66307:2083883-2083914,
acorn.js~63464-63502:24-1,acorn.js~63198-63266:18-1,1633,453,401,pp$3.parseMaybeUnary,pp$2.checkLVal,benchmarks/acorn.js~63492:2001741-2001762,
acorn.js~186732-186754:23-7,acorn.js~188177-188189:5-5,154,163,78,:anonymous,isIterateeCall,benchmarks/acorn.js~186742:7164564-7164608,
acorn.js~62342-62386:26-1,acorn.js~62106-62108:13-1,1669,589,34,pp$1.parseForStatement,pp.expect,benchmarks/acorn.js~62347:1961411-1961435,
acorn.js~180930-181003:7-7,acorn.js~188445-188461:14-7,3,429,163,evaluate,:anonymous,benchmarks/acorn.js~180970-180977:6982207-6982402,
acorn.js~216107-216107:18-76,acorn.js~215884-215888:7-3,9858,26,65,base.ScopeBody,c,benchmarks/acorn.js~216107:10579492-10579515,
<builtin>~1-1:1-1,acorn.js~179017-179020:12-3,3,27,54,Function.prototype.apply,onCycle,<builtin>~1:0,
acorn.js~184511-184591:5-5,acorn.js~179536-179541:51-5,52,499,48,baseClone,cloneDeep,benchmarks/acorn.js~184518:7090813-7090829,
acorn.js~179017-179020:12-3,<builtin>~1-1:1-1,3,105,8,onCycle,Console.log,benchmarks/acorn.js~179018:6918022-6918079,
acorn.js~188016-188036:5-5,acorn.js~184990-184992:5-5,94,161,34,hasPath,baseHas,benchmarks/acorn.js~188025:7209029-7209048,
acorn.js~62699-62719:19-1,acorn.js~64323-64325:18-1,66,164,32,pp$1.parseClass,pp$6.startNode,benchmarks/acorn.js~62706:1973680-1973695,
acorn.js~215884-215888:7-3,acorn.js~216012-216016:20-1,12324,64,48,c,base.IfStatement,benchmarks/acorn.js~215886:10572325-10572347,
acorn.js~62416-62456:29-1,acorn.js~66028-66037:13-1,29,429,90,pp$1.parseSwitchStatement,pp$8.next,benchmarks/acorn.js~62453:1965402-1965412,
acorn.js~63661-63667:21-1,acorn.js~64323-64325:18-1,21588,103,32,pp$3.parseLiteral,pp$6.startNode,benchmarks/acorn.js~63662:2008601-2008616,
acorn.js~63425-63430:21-1,acorn.js~63438-63452:20-1,145614,97,195,pp$3.parseExprOps,pp$3.parseExprOp,benchmarks/acorn.js~63429:1999066-1999117,
acorn.js~180825-180828:7-7,lodash.templateSources[91]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~62721-62774:25-1,acorn.js~62041-62048:10-1,390,438,37,pp$1.parseClassMember,pp.eat,benchmarks/acorn.js~62724:1974316-1974335,
acorn.js~63464-63502:24-1,acorn.js~66028-66037:13-1,1633,453,90,pp$3.parseMaybeUnary,pp$8.next,benchmarks/acorn.js~63493:2001771-2001783,
acorn.js~62721-62774:25-1,acorn.js~64323-64325:18-1,390,444,32,pp$1.parseClassMember,pp$6.startNode,benchmarks/acorn.js~62726:1974370-1974385,
acorn.js~66295-66367:25-1,acorn.js~66214-66219:24-1,1461,716,100,pp$8.getTokenFromCode,pp$8.readToken_slash,benchmarks/acorn.js~66342:2085360-2085381,
acorn.js~63567-63659:22-1,acorn.js~64105-64128:22-1,1974,973,191,pp$3.parseExprAtom,pp$3.parseExprList,benchmarks/acorn.js~63636:2008013-2008082,
acorn.js~184362-184368:5-5,acorn.js~193060-193062:5-5,159,86,28,assignValue,eq,benchmarks/acorn.js~184364:7085803-7085821,
acorn.js~61997-61997:30-90,<builtin>~1-1:1-1,156240,30,22,isKeyword,RegExp.prototype.test,benchmarks/acorn.js~61997:1949401-1949424,
acorn.js~62223-62286:23-1,acorn.js~64323-64325:18-1,73724,672,32,pp$1.parseStatement,pp$6.startNode,benchmarks/acorn.js~62224:1956646-1956661,
acorn.js~62041-62048:10-1,acorn.js~66028-66037:13-1,331283,37,90,pp.eat,pp$8.next,benchmarks/acorn.js~62043:1950715-1950725,
<builtin>~1-1:1-1,acorn.js~64428-64438:59-1,167126,12,108,Function.prototype.call,updateContext,<builtin>~1:0,
acorn.js~62402-62414:29-1,acorn.js~63353-63365:24-1,8460,151,160,pp$1.parseReturnStatement,pp$3.parseExpression,benchmarks/acorn.js~62412:1964082-1964103,
acorn.js~62622-62643:17-1,acorn.js~64343-64345:19-1,15265,273,42,pp$1.parseVar,pp$6.finishNode,benchmarks/acorn.js~62639:1971638-1971682,
<builtin>~1-1:1-1,lodash.templateSources[29]~1-13:2-1,1,27,13,Function.prototype.apply,anonymous,<builtin>~1:0,
acorn.js~216046-216048:70-1,acorn.js~215884-215888:7-3,8538,37,67,base.AwaitExpression,c,benchmarks/acorn.js~216047:10577454-10577487,
<function>~1-7:2-1,acorn.js~197631-197633:5-5,1,113,7,anonymous,noop,<function>~4:301-323,
acorn.js~63353-63365:24-1,acorn.js~64327-64329:20-1,201,160,29,pp$3.parseExpression,pp$6.startNodeAt,benchmarks/acorn.js~63359:1995935-1995970,
<function>~1-7:2-1,<builtin>~1-1:1-1,1,119,6,anonymous,Date.now,<function>~5:341-361,
acorn.js~64087-64097:20-1,acorn.js~63198-63266:18-1,14803,71,375,pp$3.checkParams,pp$2.checkLVal,benchmarks/acorn.js~64095:2024269-2024333,
acorn.js~215884-215888:7-3,acorn.js~216217-216221:14-1,66,70,52,c,base.Class,benchmarks/acorn.js~215886:10572325-10572347,
acorn.js~64105-64128:22-1,acorn.js~63370-63404:25-1,44101,191,383,pp$3.parseExprList,pp$3.parseMaybeAssign,benchmarks/acorn.js~64123:2025368-2025421,
acorn.js~62471-62491:26-1,acorn.js~62041-62048:10-1,204,305,37,pp$1.parseTryStatement,pp.eat,benchmarks/acorn.js~62487:1966435-1966458,
acorn.js~62562-62580:19-1,acorn.js~64263-64269:26-1,14204,165,106,pp$1.parseBlock,pp$5.enterLexicalScope,benchmarks/acorn.js~62570:1969225-1969248,
acorn.js~216012-216016:20-1,acorn.js~215884-215888:7-3,2400,69,64,base.IfStatement,c,benchmarks/acorn.js~216015:10576413-10576446,
acorn.js~180825-180828:7-7,lodash.templateSources[63]~4-14:8-1,1,93,93,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~65149-65169:23-1,acorn.js~65307-65317:31-1,14305,107,116,pp$9.regexp_eatTerm,pp$9.regexp_eatExtendedAtom,benchmarks/acorn.js~65163:2050876-2050909,
<function>~1-7:2-1,<builtin>~1-1:1-1,1,139,6,anonymous,Date.now,<function>~5:487-507,
acorn.js~180709-180771:7-7,acorn.js~180825-180828:7-7,7,466,93,createCompiled,interpolate,benchmarks/acorn.js~180745:6974599-6974633,
acorn.js~65556-65584:32-1,acorn.js~65029-65031:43-1,108,134,32,pp$9.regexp_eatControlEscape,advance,benchmarks/acorn.js~65580:2062401-2062415,
acorn.js~62776-62779:25-1,<builtin>~1-1:1-1,390,75,44,pp$1.parseClassMethod,Array.prototype.push,benchmarks/acorn.js~62778:1976825-1976888,
acorn.js~66619-66657:24-1,<builtin>~1-1:1-1,24,383,9,pp$8.readEscapedChar,String.prototype.substr,benchmarks/acorn.js~66637:2094692-2094725,
acorn.js~62320-62332:25-1,acorn.js~62106-62108:13-1,12,146,34,pp$1.parseDoStatement,pp.expect,benchmarks/acorn.js~62325:1960530-1960554,
<builtin>~1-1:1-1,acorn.js~192995-192998:5-5,52,27,37,Function.prototype.apply,cloneDeepWith,<builtin>~1:0,
acorn.js~63828-63845:17-1,acorn.js~62093-62101:25-1,4242,199,60,pp$3.parseObj,pp.afterTrailingComma,benchmarks/acorn.js~63837:2014809-2014847,
acorn.js~63519-63560:24-1,acorn.js~62106-62108:13-1,8585,554,34,pp$3.parseSubscripts,pp.expect,benchmarks/acorn.js~63530:2003549-2003577,
acorn.js~184214-184216:5-5,acorn.js~183957-183962:5-5,48,31,45,stackGet,listCacheGet,benchmarks/acorn.js~184215:7080873-7080894,
acorn.js~180825-180828:7-7,lodash.templateSources[71]~4-12:8-1,1,93,47,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~183074-183076:12-5,<builtin>~1-1:1-1,117,31,13,:anonymous,Object.keys,benchmarks/acorn.js~183075:7046205-7046224,
acorn.js~65830-65856:28-1,acorn.js~65859-65883:30-1,915,139,135,pp$9.regexp_eatClassAtom,pp$9.regexp_eatClassEscape,benchmarks/acorn.js~65834:2069751-2069783,
acorn.js~180825-180828:7-7,lodash.templateSources[94]~4-14:8-1,1,93,93,interpolate,:anonymous,benchmarks/acorn.js~180827:6977092-6977168,
acorn.js~64307-64317:12-1,acorn.js~64307-64317:12-1,514127,8,134,Node,Node,benchmarks/acorn.js~64307-64317:2031877-2032207,
acorn.js~62458-62465:28-1,acorn.js~66028-66037:13-1,197,127,90,pp$1.parseThrowStatement,pp$8.next,benchmarks/acorn.js~62459:1965553-1965563,
acorn.js~62562-62580:19-1,acorn.js~62106-62108:13-1,23997,165,34,pp$1.parseBlock,pp.expect,benchmarks/acorn.js~62568:1969163-1969187,
acorn.js~63464-63502:24-1,acorn.js~62041-62048:10-1,164857,451,37,pp$3.parseMaybeUnary,pp.eat,benchmarks/acorn.js~63498:2001876-2001899,
acorn.js~181025-181116:5-5,acorn.js~180610-180702:15-7,2,556,519,cycle,clock,benchmarks/acorn.js~181048:6984739-6984750,
acorn.js~65546-65553:23-1,acorn.js~65021-65023:43-1,861,57,27,pp$9.regexp_eatZero,current,benchmarks/acorn.js~65547:2061578-2061592,
acorn.js~194547-194549:39-5,acorn.js~195209-195211:5-5,231,39,38,assignInWith,keysIn,benchmarks/acorn.js~194548:7411068-7411081,
acorn.js~63567-63659:22-1,acorn.js~62072-62076:25-1,104256,973,77,pp$3.parseExprAtom,pp.canInsertSemicolon,benchmarks/acorn.js~63595:2006452-2006476,
acorn.js~62458-62465:28-1,<builtin>~1-1:1-1,197,127,9,pp$1.parseThrowStatement,String.prototype.slice,benchmarks/acorn.js~62460:1965587-1965631,
acorn.js~64005-64029:29-1,acorn.js~64033-64072:26-1,822,196,309,pp$3.parseArrowExpression,pp$3.parseFunctionBody,benchmarks/acorn.js~64021:2021750-2021783,
acorn.js~62517-62520:28-1,acorn.js~66028-66037:13-1,18,34,90,pp$1.parseEmptyStatement,pp$8.next,benchmarks/acorn.js~62518:1967387-1967397,
acorn.js~179456-179464:5-5,acorn.js~188445-188461:14-7,17,116,163,Event,:anonymous,benchmarks/acorn.js~179462:6932769-6932860,
acorn.js~62653-62688:22-1,acorn.js~64033-64072:26-1,8539,325,296,pp$1.parseFunction,pp$3.parseFunctionBody,benchmarks/acorn.js~62680:1972909-1972957,
acorn.js~66448-66470:19-1,acorn.js~66182-66190:20-1,15465,355,85,pp$8.readNumber,pp$8.finishToken,benchmarks/acorn.js~66469:2089763-2089794,
acorn.js~66070-66080:18-1,acorn.js~66135-66175:18-1,1347139,166,281,pp$8.nextToken,pp$8.skipSpace,benchmarks/acorn.js~66072:2076007-2076022,
acorn.js~180507-180545:31-9,acorn.js~193060-193062:5-5,78,282,28,:anonymous,eq,benchmarks/acorn.js~180542:6966583-6966604,
acorn.js~66295-66367:25-1,acorn.js~66201-66212:22-1,91801,716,153,pp$8.getTokenFromCode,pp$8.readToken_dot,benchmarks/acorn.js~66300:2083565-2083584,
acorn.js~62721-62774:25-1,acorn.js~62776-62779:25-1,390,515,47,pp$1.parseClassMember,pp$1.parseClassMethod,benchmarks/acorn.js~62766:1976130-1976191,
acorn.js~196646-196752:5-5,<builtin>~1-1:1-1,77,458,11,template,RegExp.prototype.get source,benchmarks/acorn.js~196673:7477680-7477717,
acorn.js~180507-180545:31-9,<builtin>~1-1:1-1,2,315,44,:anonymous,Array.prototype.push,benchmarks/acorn.js~180537:6966345-6966420,
acorn.js~180709-180771:7-7,<builtin>~1-1:1-1,14,466,29,createCompiled,Function,benchmarks/acorn.js~180766-180770:6975252-6975445,
acorn.js~62223-62286:23-1,acorn.js~62186-62199:14-1,73724,672,146,pp$1.parseStatement,pp$1.isLet,benchmarks/acorn.js~62226:1956677-1956688,
acorn.js~62552-62556:33-1,acorn.js~64343-64345:19-1,23214,55,42,pp$1.parseExpressionStatement,pp$6.finishNode,benchmarks/acorn.js~62555:1968767-1968810,
acorn.js~200353-200367:25-5,acorn.js~66764-66766:1-1,47,159,26,:=>,tokenizer,benchmarks/acorn.js~200357:7590390-7590422,
acorn.js~187908-187916:54-5,<builtin>~1-1:1-1,32,57,9,getSymbols,Object,benchmarks/acorn.js~187912:7205303-7205316,
acorn.js~215884-215888:7-3,acorn.js~216174-216178:30-1,3060,67,43,c,base.ConditionalExpression,benchmarks/acorn.js~215886:10572325-10572347,
acorn.js~64033-64072:26-1,acorn.js~63198-63266:18-1,2430,309,401,pp$3.parseFunctionBody,pp$2.checkLVal,benchmarks/acorn.js~64069:2023672-2023702,
acorn.js~185379-185390:5-5,acorn.js~188275-188280:5-5,119,147,42,baseKeys,isPrototype,benchmarks/acorn.js~185380:7119846-7119864,
acorn.js~62602-62618:19-1,acorn.js~64343-64345:19-1,564,241,42,pp$1.parseForIn,pp$6.finishNode,benchmarks/acorn.js~62617:1970836-1970862,
acorn.js~196646-196752:5-5,<builtin>~1-1:1-1,77,458,18,template,String.prototype.replace,benchmarks/acorn.js~196683-196706:7477984-7478967,
acorn.js~179736-179747:25-7,acorn.js~195034-195036:5-5,38,128,31,:anonymous,has,benchmarks/acorn.js~179743:6942059-6942076,
<function>~1-7:2-1,<builtin>~1-1:1-1,1,139,6,anonymous,Date.now,<function>~5:487-507,
acorn.js~216051-216055:21-1,acorn.js~215884-215888:7-3,24,76,70,base.TryStatement,c,benchmarks/acorn.js~216054:10577759-10577792,
acorn.js~179397-179431:5-5,acorn.js~187049-187091:7-7,2,219,311,Benchmark,wrapper,benchmarks/acorn.js~179430:6932050-6932071,
acorn.js~63519-63560:24-1,acorn.js~64105-64128:22-1,27242,554,191,pp$3.parseSubscripts,pp$3.parseExprList,benchmarks/acorn.js~63536:2003892-2003989,
